text,language
"Ubadkiisa ayuu u waaya wax uu siiya.	som_Latn	xlsum
Sukuu dodow no ara wɔ sukuufo pii a wofi mmusua ahorow mu, a wɔtetee wɔn wɔ akwan a ɛsonsonoe koraa so.	twi_Latn	mt560
ມ. ດັ ່ ງ ນັ ້ ນ ເຮົາ ຄວນ ຮຽນ ແບບ ພະອົງ ແລະ ເປີດ ເຮືອນ ຂອງ ເຮົາ ແກ ່ ຄົນ ແປກ ໜ ້ າ ທີ ່ ເປັນ"" ພີ ່ ນ ້ ອງ ຮ ່ ວມ ຄວາມ ເຊື ່ ອ ຂອງ ເຮົາ, ລ. ມ. ""- ກິດຈະການ 14: 27; ຄາ ລາ ຊີ 6: 10; ໂຢບ 31: 32",Lao
ຄວາມ ຮູ ້ ສຶກ ແບບ ນີ ້ ເກີດ ຂຶ ້ ນ ຍ ້ ອນ ສິ ່ ງ ຕ ່ າງ ໆ ເຊັ ່ ນ: ເສດຖະກິດ ສຸຂະພາບ ຄອບຄົວ ຫຼື ບັນຫາ ສ ່ ວນ ຕົວ.,Lao
"Nakon bolnog pokušaja da to učini, Bertie sluša Logueov snimak i čuje sam sebe kako recitira Shakespearea tečno, iznenađujući samog sebe i vojvotkinju.",Bosnian
Koštunica: Rusija će blokirati plan za Kosovo ako on bude neprihvatljiv za Srbiju,Bosnian
Švicarska je prošle sedmice objavila da neće ukinuti ograničenja licima koja traže posao iz Bugarske i Rumunije do najmanje kraja maja 2014.,Bosnian
"Dakle, obrazovanje je oblast u koju sekularni svijet zaista vjeruje.",Bosnian
"Kao ostatak iz perioda romantizma, Heidelberg je širom svijeta promovisan kao grad romantike, što privlači više od 3,5 miliona turista svake godine.",Bosnian
"Za razliku od nekih razvijenih zemalja, u Srbiji ne postoji kultura plaćanja poreza i podržavanja države, dodaje Baraćeva.",Bosnian
81-godišnja Olga Spyropoulou kaže da se sjeća svog djetinjstva u jednom selu u zapadnoj Grčkoj.,Bosnian
"A onda je viknuo ka svojoj majci, ocu i bratu: ""Idem s vama!""",Bosnian
Oba entiteta povukla su prvu tranšu u iznosu od 200m eura s računa centralne banke u zemlji u julu mjesecu.,Bosnian
već pored Allaha druge bogove prihvaćaju u nadi da će im oni na pomoći biti;,Bosnian
"Narození Ježíše Krista se událo takto: Když byla jeho matka Marie zasnoubena Josefovi, ještě než se sešli, ukázalo se, že je těhotná z Ducha Svatého.",Czech
"Samozřejmě že je předčasné dělat víc než jen dávat najevo svou velkou úctu, s níž pohlížíme na vyhlídky na členství v EU.",Czech
"Ten šílený francouzský cikánský herec zmizel v dýmu a já jsem zjistila, že se nemůžu vrátit tou cestou, kterou jsem přišla.",Czech
V příštích pěti letech mají Gavi a její partneři nakročeno k imunizaci dalších 300 milionů osob a k pomoci milionům dalších dětí a mladých lidí přežít a prosperovat - a tím i k pozvednutí ekonomik rozvojových zemí.,Czech
"Zpráva OECD z roku 2015 dokládá, jak velké zpoždění mají země na cestě ke splnění svých emisních cílů - natožpak závazku omezit vzestup globální teploty zřetelně pod 2 ° Celsia.",Czech
"Nedávné pokroky v behaviorální ekonomice ukazují, že máme všichni zásadní problém se sebekontrolou.",Czech
"I budete síti léta osmého, a jísti úrody staré až do léta devátého; dokudž by nezrostly úrody jeho, jísti budete staré.",Czech
Cε tε yan ani cε tε yan ye fla ye,Bambara
"O ye fɛn ye, min b’a jagoya an ma an k’an kɔ filɛ san biduuru tɛmɛnen baarakɛlenw na k’a fɔ ko baara caman kɛra.",Bambara
Ɛngeniyeri lɔyoro ka bon yɛlɛma kono kɔsɔbɛ ani mɔgɔya ka ɲɛta la.,Bambara
"Ka fara o kan, landala danyɔrɔ kolow ni ɲɔgɔn cɛ bɛ ka daminɛ ka fɔsɔn ani kunnafoni lɔnniya lɔnbaga caman naana ni porogaramu wɛrɛw yɛ.",Bambara
Alizɛburu ɛkasiɔn tɛ yɛlɛma ni a bɛ waliyaburu kɛlɛn dɔron dɛ ladon.,Bambara
Laɲni yɛ ka sɛgɛsɛgɛlidɔw fara ɳnɔgɔn kan min bɛ faga dɔni di sɛgɛsɛgɛlikɛla ma yasa aka sɛgɛsɛgɛli ka kɛ a ta yɛ.,Bambara
"A ka masaya fanga kɔrɔ, Ɔrɔmu ye dugu caman yɛlɛma ani k'u sigi (coloniae), ani a nana ni a ka sariyakolow ye duguba labɛncogo, a ɲɛgɛn, ani kafon.",Bambara
«Halq duşmanı» ve «Deli sarışın» filmleriniñ muvafaqiyeti Warner qardaşlarnı mecbur etti.,Crimean Tatar
"The American police weren't very helpful.	eng_Latn	xlsum
(Zã 8: 44 - 47) Rẽ tõe n kɩtame tɩ d pa le pʋʋsd Wẽnnaam, n pa le moond koɛɛgã sõma, la d vaand tigissã.	mos_Latn	mt560
kogu massis värvitud ja	est_Latn	mt560
El tercer movimientu lleva'l nome de «Minuetto», pero ye más rápidu que lo acostumao nel xéneru sinfónico de la dómina.	ast_Latn	lti
Vanaaf 1998 zink hae in't Kèrkraods.	lim_Latn	lti
In totaal sjreef-e d'r minstens 30 vör de Atheense festivals de Dionysia en de Lenaea.	lim_Latn	lti
Esiteks peame toetama raportööri ettepanekut võtta praegu Euroopa Parlamendi 2010. aasta tulude ja kulude eelarvestus vastu Euroopa Parlamendi juhatuse poolt selle aasta aprillis heaks kiidetud kujul.	est_Latn	mt560
O ile Komisja nie kwestionuje zasady transferu jako takiej, w zakresie w jakim pozwala ona operatorowi nowej instalacji na przejęcie uprawnień wydanych instalacji, którą uprzednio eksploatował, a następnie zamknął (zob. w szczególności komunikat Komisji z dnia 7 lipca 2004 r., pkt 3.3), odmawia ona jednak uznania zgodności z prawem tych korekt, w przypadku gdy zdolność produkcyjna nowej instalacji jest mniejsza niż zdolność produkcyjna instalacji zamkniętej.	pol_Latn	mt560
Người Sumer, tổ tiên của người Babylon, được coi là một trong những nền văn minh đầu tiên và được công nhận là đã phát minh ra chữ viết, ít nhất cũng đã nhận ra Sao Kim vào khoảng năm 1500 TCN.	vie_Latn	lti
அவ்விதமான பேச்சுகள் பெற்றோர் - பிள்ளை பந்தம் பலப்படுவதற்கு வெகுவாக உதவியாக இருந்தது.	tam_Taml	mt560
Jesu akabatsira sei vadzidzi vake kuti vanakidzwe nekuita basa raJehovha?	sna_Latn	mt560
Komanso zikanatheka bwanji kuti Satana awononge zinthu zonse za Yobu, zikanakhala kuti Yobuyo sanali munthu weniweni?	nya_Latn	mt560
Wasselena, maega insinyur mannungeng magguru aggurung baru sipungenna jamang jamang pada alena.	bug_Latn	nllbSeed
070 üzemeltetési eljárások, és	hun_Latn	mt560
براندو و تیریپایا در جولای 1972 طلاق گرفتند.	prs_Arab	nllbSeed
Nzokande, azangaka te kopesa etumbu oyo ekoki.	lin_Latn	mt560
Födelseort: Djerzjinsk (Dzerzjynsk), regionen Donetsk	swe_Latn	mt560
அவர்களுடைய பசு சினை அழியாமல் ஈனுகிறது.	tam_Taml	lti
વર્તમાન સમયમાં હિંદુત્વની ઓળખ સવાલઃ વર્તમાન સમયમાં હિંદુત્વની ઓળખને આપ કઈ રીતે જુઓ છો?	guj_Gujr	xlsum
Al mismo tiempo, hay procedimientos en curso que podrían derivar en el cierre de dos de los periódicos independientes que quedan -Nasha Niva y Narodnaya Volya- y prosigue el acoso de la oposición política, la sociedad civil y los medios de comunicación independientes.	spa_Latn	lti
Kambe leswi tihuvo ta vakulu ta manguva lawa ti landzelaka xikombiso xa huvo leyi fumaka ya lembe - xidzana ro sungula, ti tlhuvutsa timhaka hi ku ntshunxeka ni ku lava nkongomiso eMatsalweni.	tso_Latn	mt560
ไม ่ ได ้ ทอด ทิ ้ ง เจ ้ า เสีย เลย.	tha_Thai	mt560
PE DOC A 3-149 / 93 Anexo 11 Parecer da Comissão das Relações Económicas Externas destinado à Comissão dos Transportes e do Turismo sobre uma decisão relativa à conclusão do acordo entre a Comunidade Económica Europeia e a República da Eslovénia no domínio dos transportes (COM (93) 57	por_Latn	mt560
Nanso, saafo yi rentra asase so paradise mu.	twi_Latn	mt560
Dɛn na yɛbɛyɛ na Yehowa abɔ yɛn ho ban sɛnea wɔayɛ ho kyerɛwtohɔ wɔ Yohane 17: 15 no?	twi_Latn	mt560
oikeutettu purjehtimaan Euroopan unionin jonkin jäsenvaltion lipun alla ja sen on toimittava kyseisen lipun alla; ja	fin_Latn	mt560
Goornamaab doxaliin bi sampu na atum 1895g, moom nag li mu doon wund, mooy ab diggante bu tuxu, nekk ci diggante jamonoy tiital, xuppe ak taral, ak jamonoy nguurug imbraatoor gu ñu joyal, gu tar, goo xam ne Napoliyon Bonaparte moo ko ame woon ci ginnaaw bi, ci bi mu fi nekkee.	wol_Latn	lti
Bentrokan dilaporkan sudah terjadi antara sekelompok pengunjuk rasa yang mencoba menutup bandara internasional dengan polisi.	ind_Latn	xlsum
Enrico Fermi (53), Italiaanse-Amerikaanse natuurkundige	lim_Latn	lti
Ukuavo wa tẽlisa 19 kanyamo.	umb_Latn	mt560
Hase yeeshee waxaa kusoo xiga Faransiiska iyo Ingiriiska oo midkiiba uu bixiyay wax xoogaa ka yar 10% ka mid ah dhaqaalahaas.	som_Latn	xlsum
Antall skilsmisser øker ◆ I de senere årene har antallet av skilsmisser og separasjoner økt sterkt.	nob_Latn	mt560
ان تهلوکه لی قاناخما آرتئریال قاناخمادیر. بۇ زامان فوواره شکلین ده آل قیرمیزی قان سرعتله داماردان خاریج اولور و زررچکمیش بیر نئچه دقیقه عرضینده چوخ لو قان ایتیره بیلر. درهال قاناخمانی ساخلاماق اوچون تدبیرلر گؤرولمه لی دیر. تورنا و یا ال آلتین دا اوْلان هر هان سی واسطه دن (ایپ، رئزین، پارچا، بئل کمری و س.) ایستیفاده ائتمکله زده ناهییه سین دن یوخاری دا ایری ماگیسترال دامارلاری تورنا ایله سیخماقلا قاناخمانی ساخلاماق لازیم دیر. ال آلتین دا هئچ نه اولمادیق دا ایری ماگیسترال داماری بارماقلا سومویه دوغرو سیخماق لازیم دیر. تورنانین قویولدوغو واخت قئید ائدیلمه لی دیر. چونکی ۱-۲ ساعت دان سوْنرا ۲-۳ دقیقه لییه سارغینی بوشالتماق لازیم دیر کی، اطرافین قیدالانماسی پوزولماسین. عکس حال دا قانقرئنا باش وئره بیلر. وئنوز قاناخما زامانی توند آلبالی رنگ ده قان فاصیله سیز یاواش آخینلا خاریج اولور. بۇ زامان سیخیجی سارغی قویماقلا قاناخمانی دایان دیرماق اولار. کاپیلیار قاناخما زامانی عادی سارغی قویدوق دا قاناخما دایانیر. بوتون حاللاردا سارغینین اوستون دن بوز قوووغو قویماق آغرینی آزالتماغا و قاناخمانی دایاندیرماغا کؤمک ائدیر. بورون قاناخماسی زامانی بورنون ایچری سینه هیدروگئن پئروکسید مه لولو ایله ایسلائدیلمیش پامبیق و یا بینت یئرلش دیرمک، بورون پرلرینی بیر-بیرینه سیخماق، بورنون اوزرینه بوز قویماق لازیم دیر. آغ جیرلردن قاناخما اولارسا (بو زامان کؤپوک لو آل قیرمیزی قان گلیر) زررچکه نه یاریموتوراق وضعیت وئرمک، دؤش قفه سی اوزرینه بوز دؤشه مک، اؤسکوریی آزال دان درمانلار وئرمک لازیم دیر. قان لی قوسما اولارسا (بو زامان قوسونتو کوفئ چؤکونتوسونه اوخشاییر) خسته یه تام ساکیت لیک وئریلمه لی، قارنینین اوستونه بوز قویولمالی، یئمه یه و مایئ قبولونا ایجازه وئریلمه مه لی دیر.	azb_Arab	wili2018
Najua mambo yako yote.	ssw_Latn	mt560
Khi cố gắng học một ngôn ngữ mới, ta vun trồng tính khiêm nhường, kiên nhẫn và kiên trì.	vie_Latn	mt560
각레벨의분쟁에는다른종류의자원배분과다른종류의접근법, 다른종류의조직모델이필요합니다.	kor_Hang	mt560
Ona talitonu lea o nisi tagata, ae e leʻi talitonu isi tagata.	smo_Latn	mt560
Tan legan a paparakelen tan papanoen na totoo so dalin na minilyon ya ananak da, nepeg dan inatnat so paraiso anggad kasampotan na dalin.	pag_Latn	mt560
Chúa Giê - su người Na - xa - rét đã cho thấy mình là Đấng Mê - si được báo trước.	vie_Latn	mt560
Maraming pagsusuri ang nagpatibay nito, hindi lamang sa labas ng bituka kundi maging sa loob pa nito.	tgl_Latn	lti
Popper tarafından bu iddialar, bir nazariyeniñ ilmiy statusınıñ merkeziy kriteriyiniñ sahtelevi, ya da red etüvi ya da teşkerüvi"" olğanını dep hulâsa çıqarılğan ediler.",Crimean Tatar
"O, 1992 senesine yani Qırımğa köçürilgenge qadar anda üyken muarrir olıp çalıştı.",Crimean Tatar
"Oksford İngliz tiliniñ Luğatı (OİL) ve onlayn Vikiluğat, Latin menbasını, ad- (""-ğa, doğru, -da"") ve sumere (almaq) sözlerniñ bir birikmesi olğan assumere (""qabul etmek, özüne almaq, evlâtlıqqa almaq, zorlap almaq"") olaraq köstereler.",Crimean Tatar
Gola Prıstan (ukraince Гола Пристань) - Ukrainanıñ Herson vilâyetinde bir şeer.,Crimean Tatar
"Sabıq Altın Ordunıñ topraqlarına köz atqan Rusiye Qazan, Hacı Tarhan, Sibir hanlıqlarını, Noğay Ordusını ta XVI asırda zapt etti.",Crimean Tatar
"Gryuts izaškirt nu medņu muotainem, kurys irā leluokys pa augstumam.",Latgalian
Uoraišu azara saleņā beja vīna laikmeta arheologiskuo kultura - bez cytu kulturu i cytu godu symtu uzsluoņuojumu.,Latgalian
"Tys beja Žana Pola Sartra i Luisa Altusera laiks, Mao Dzeduna uzvarys Kīnā i Fidela Kastro uzvarys Kubā, kai ari 1968. goda maja nūtikšonys nūvede pi pastyprynuotys interesis par revolucionarū ideologeju, eipaši nu jaunūs kreisūs pusis.",Latgalian
"Tymā laikā tyka jimtys vārā tikai realys maineiguo leluma funkcejis, tyka pījimts, ka vysys funkcejis ir bez sarežgejumu.",Latgalian
"Kai dobyszynuotnis, tai i socialuos zynuotnis ir empiriskuos zynuotnis, deļtam ka jūs zynuošonys ir baļsteitys iz empiriskūs nūvāruojumu, tūs dereigumu var puorbaudeit cyti pietnīki, kas struodoj leidzeigūs apstuokļūs.",Latgalian
"Baltejis jiurā vaļsteibai namoz solu, pošys leluos - Gotlandeja i Elandeja.",Latgalian
"Ituos sīvītis ari palīk ekonomiski atkareigys nu veirīšu, kod juos zaudej iztikys leidzekļus.",Latgalian
Ефективният граничен контрол е от основно значение за борбата срещу незаконния трафик и за гарантиране на безопасността на пътуванията.,Bulgarian
Хърватия продава два от островите си в опит да събере средства за засилване на икономиката.,Bulgarian
"Той също така не пожела да каже дали докладът за напредъка на България по пътя на присъединяването, който трябва да бъде изготвен от ЕК до няколко седмици, ще препоръча присъединяването на страната към съюза да стане в срок.",Bulgarian
"А акордите, на свой ред, можеха да пресъздадат невероятни вариации от емоции.",Bulgarian
"Бюджетните задължения, свързани с оперативните програми, се осъществяват с годишен транш за всеки фонд и за всяка цел.",Bulgarian
"И оттогава там са разлели два пъти повече нефт отколкото е бил разлят при инцидента с """" Ексон Валдес """" в тази малка област на Амазония, и племената в тази област е трябвало постоянно да се местят.",Bulgarian
"Правителството на Румъния удължи срока за подаване на оферти за приватизационния търг за две енергоразпределителни станции -- ""Електрика Молдова"" и ""Електрика Олтения"" -- от 6 на 18 октомври.",Bulgarian
Chaochail Fritz Haber an seo ann an 1934 agus Tadeus Reichstein ann an 1996.,Scottish Gaelic
"Bha an sgarradh sin riatanach thar nan ginealaichean, is siubhal na dhùbhlan mòr, agus tha dà chultar iomain eadar-dhealtaichte air èirigh às.",Scottish Gaelic
"Tha e suidhichte ann an iar-mheadhan na dùthcha anns an sgìre ris an canar Alto (Àrd) Chicamocha, 122km air falbh bho Bhogotá..",Scottish Gaelic
Cha robh an oighreachd ann an deagh-staid aig an àm agus an sgìre a' fàs gann de dhaoine òga is cothroman obrach ach bha lèirsinn aig Iain gum b' urrainn do dh'Alba eisimpleir nan Eilean Fàro a leantainn a thaobh so-sheasmhachd.,Scottish Gaelic
"Foillsichidh Comataidh bho Thaigh nam Morairean aithisg Dimàirt's iad airson's gun tèid co-chomhairleachadh farsaing a chumail air buaidh na h-eaconomaidh, sàbhailteachd rathaidean agus sàbhailteachd adhair ma thèid cur às do bhith a' cur nan gleocaichean air ais agus air adhart tron bhliadhna.",Scottish Gaelic
"Ann an 1979 chaidh Karol Wojtyla, Àrd-easbaig a’ bhaile, ainmeachadh Pàp, anns An Roimh.",Scottish Gaelic
Tha an t-ainm oifigeil na roinne a' ciallachadh Roinn Obwalden.,Scottish Gaelic
"Mach o Katarína, a ghabh compàirt anns a' chràdh airson mhaoidhidh às na mnathan eile, bha uile dhiubh air chur gu bàs (air losgadh beò) aig Bytča air an Fhaoilleach 7mh, 1611.",Scottish Gaelic
"‘S e baile mòr malairteach a bh’ann aig deireadh an 8mh Linn mar-thà, is e na phàirt leasan nam Piast.",Scottish Gaelic
Is sgaoil moran an aodaichean air an rathad; agus ghearr feadhainn eile geugan chraobh agus sgap iad air an rathad iad,Scottish Gaelic
Σε περίπτωση μη έγκαιρης καταβολής εισπράττονται τόκοι βάσει του νόμου περί τόκων υπερημερίας.,Greek
"798 / 2008 της Επιτροπής, με βάση τις ημερομηνίες στις στήλες 6Α και 6Β του ίδιου πίνακα. """,Greek
"ανεξαρτήτως της εφαρμογής ή μη των επεξεργασιών που προσδιορίζονται στο σημείο Β του παραρτήματος V, αποκτημένο αλκοολικό τίτλο τουλάχιστον 8,5% vol, υπό τον όρο ότι προέρχεται αποκλειστικά από σταφύλια που έχουν συγκομιστεί στις αμπελουργικές ζώνες Α και Β που αναφέρονται στο παράρτημα ΙΧ, και τουλάχιστον 9% vol. για τις άλλες αμπελουργικές ζώνες ·",Greek
"Engnge in rin?	lus_Latn	mt560
הוא נאסר יחד עם אמו שהיתה עדת ־ יהוה.	heb_Hebr	mt560
Agbibiagtayo iti lubong nga adda dagiti tattao nga agpampanunot ken agtigtignay a kas iti nagkauna a Canaan - itantan - okda ti pannakidenna ken kinaranggas ken iparparegtada ti materialismo.	ilo_Latn	mt560
半島嘅岩石好系統噉分佈，最古老嘅岩石暴露響阿拉伯 - 努比亞盾附近嘅紅海，而稍為新啲嘅岩石就喺波斯灣個度。	yue_Hant	lti
Ke therešo gore ge e ba bophelo bja mmele bja mmulamadibogo bo le kotsing e šoro goba ge e ba a hlokomologa boikarabelo bja Bokriste, mo gongwe a ka swanelwa ke go tlogela tirelo ya nako e tletšego ka nakwana.	nso_Latn	mt560
Mis puutub maksuvabastuse kasutajate selliseid võimalikke õiguslikke ootusi, mis põhjendaksid üleminekumeetmete kehtestamist, eeldusel, et tehtav lõplik otsus on negatiivne, siis märkisid Luksemburgi ametiasutused, et maksuvabastusega 1929. aasta valdusettevõtjate maksukorralduse tühistamisel oleks Luksemburgi maksundussüsteemile nii tugev mõju, et seda maksukorraldust kasutavate ettevõtjate õiguslikke ootusi tuleks kaitsta.	est_Latn	mt560
En China sólo hubo un cambio de dinastía entre 1368 y el fin de la era imperial en 1911.	spa_Latn	mt560
Lo Sistèma Solar: lo Solelh, Mercuri, Vènus, Tèrra (decalada per mostrar d'ont ven lo messatge), Mart, Jupitèr,	oci_Latn	lti
Ապա նա վատ ազդեցություն բանեցրեց ուրիշ ոգեղեն արարածների վրա, և արդյունքը եղավ այն, որ Նոյի օրերում ՝ Ջրհեղեղից առաջ, նրանք միացան Սատանային ու նույնպես հակառակվեցին Աստծուն (Ծննդոց 6 ։	hye_Armn	mt560
นั ่ นแหละคืออารมณ ์ ความรู ้ สึก	tha_Thai	mt560
Al so posto ghe xe'na parensa de bosco che in realtà el xe pì che altro un bosco da tajo a basso fusto de robinee infestanti prinçipalmente par legna da fògo a sfrutamento familiar.	vec_Latn	lti
* Ba ile ba botša batswadi bao ba maketšego selo se kgahlišago seo se ba diragaletšego.	nso_Latn	mt560
คน ที ่ ไม ่ มี ความ เชื ่ อ ขาด หลัก การ ที ่ ดี ซึ ่ ง ช ่ วย ชี ้ นำ.	tha_Thai	mt560
Turklāt Ryanair uzskata, ka prognozētajā papildu peļņā lidostas pakalpojumu līguma darbības beigās būtu jāiekļauj galīgā vērtība, lai ņemtu vērā pēc līguma darbības beigām radīto vērtību.	lvs_Latn	mt560
Όμως η Τουρκία πρέπει ακόμα να θυμηθεί τις υποχρεώσεις της προς την Ελλάδα και την Κύπρο"".",Greek
